employee_number,name,position,join_date,department,salary,age
8115052,Daniel Miller,Assistant Manager,1997-06-14,Logistics,8038,45
2939904,Jack Mcgill,Supervisor,2018-02-16,Acquisitions,40489,21
8341813,Samuel Loyd,Senior Developer,1999-12-24,IT,42122,43
6244177,Philip Taylor,Team Leader,2000-09-01,Research and Development,62379,42
7643167,Fred Mccollum,Intern,2014-03-17,IT,57221,28
5618303,Eric Taylor,Team Leader,2004-09-26,Acquisitions,57189,38
4957579,James Johnson,Team Leader,2006-09-02,Logistics,41158,36
6461382,Chris Lindholm,Team Leader,1997-08-04,Logistics,10421,45
9007337,Lily Lindholm,Intern,2016-01-26,Finance,24113,27
5609664,Henry Mcknight,Supervisor,1990-06-26,Research and Development,30745,52
4388233,Richard Mcmurray,Intern,2007-08-04,Research and Development,6604,28
1093022,James Mccreary,Team Leader,2018-09-13,Acquisitions,12437,24
1460460,Christian Mcmurray,Senior Developer,2001-05-18,Finance,24038,41
4205849,Scott Mccollum,Assistant Manager,2013-11-18,Acquisitions,9443,18
2803419,John Mcmurray,Team Leader,2009-12-11,Acquisitions,22091,33
4148475,Stephen Mccollum,Senior Developer,1986-07-30,Acquisitions,30273,56
2270206,William Mcvicker,Assistant Manager,1986-06-14,HR,7224,56
9253427,Alexander Jones,Supervisor,2006-02-23,Production,22685,24
6904376,Gary Higginbotham,Intern,2005-08-06,Customer Service,22068,33
9401735,Douglas Williams,Junior Developer,1997-08-11,Finance,52496,45
2647124,Fred Mcknight,Team Leader,2011-01-29,Acquisitions,30195,27
3405254,Harry Mccurry,Manager,2009-12-27,Production,57363,21
7993279,Tom Hutchins,Junior Developer,1993-10-23,Logistics,22332,49
1454098,Andrew Johnson,Manager,1982-12-06,Finance,42117,60
4506130,Matthew Mcphee,Intern,2006-07-08,Production,21363,36
4443732,Aoife Mcmillan,Intern,2012-04-15,Acquisitions,57285,30
3617802,Anthony Taylor,Manager,1987-09-26,Customer Service,32166,55
8000443,Douglas Mcvay,Assistant Manager,2012-11-11,HR,10344,30
1698145,Arthur Wilson,Intern,1983-02-15,Sales,21511,60
7004800,Patrick Mcphee,Supervisor,2009-07-15,Leadership,7304,31
7792537,Joe Williams,Senior Developer,1982-12-26,Sales,55421,60
7947740,Harry Moore,Senior Developer,2009-06-28,Research and Development,11067,33
9401140,Joshua Mcclellan,Intern,2004-02-29,Acquisitions,40900,38
4227061,David Mcginnis,Assistant Manager,2008-05-25,Customer Service,7484,34
8865717,Max Mcmillan,Supervisor,2016-02-29,Sales,5317,21
6704114,James Krebs,Assistant Manager,1999-10-21,Acquisitions,51595,43
6717705,Ava Koehler,Senior Developer,2001-07-10,Leadership,5672,41
5903339,Dylan Jones,Junior Developer,2002-10-21,Acquisitions,50803,40
7403234,Lily Smith,Intern,1999-03-29,Finance,24498,43
7284230,Albert Mcphee,Manager,1996-04-13,Customer Service,61507,46
7853774,Sean Wilson,Assistant Manager,2009-12-18,Finance,50531,19
8848919,Walter Majors,Assistant Manager,2010-03-04,IT,41144,32
4582042,Justin Mcnulty,Intern,2012-06-25,IT,52112,25
6013002,James Hutchins,Manager,2003-01-17,Acquisitions,60836,40
4888849,Austin Wilson,Assistant Manager,2007-07-21,Logistics,25476,26
7306973,Joseph Koehler,Junior Developer,2001-01-09,Marketing,57010,42
9429392,Aiden Lindholm,Junior Developer,1999-08-21,Research and Development,32260,43
3139497,Evan Mccollum,Assistant Manager,2008-02-26,Customer Service,41885,34
2714879,Michael Loyd,Junior Developer,2006-04-11,IT,26475,36
7952455,Anthony Miller,Senior Developer,2007-04-23,IT,52095,31
1471090,Dylan Williams,Junior Developer,2003-08-12,Customer Service,41525,39
4957063,Jane Mckinley,Assistant Manager,1985-03-31,IT,52332,57
6385446,Sophie Mcmurray,Supervisor,2021-12-20,Logistics,11509,19
4512307,Fred Gumpert,Manager,2006-06-26,Production,5613,35
9168914,Aoife Mcvay,Supervisor,1988-08-06,Finance,31524,54
9278234,Jordan Taylor,Manager,1993-12-19,IT,61485,49
8417971,Philip Gumpert,Team Leader,2017-06-07,Acquisitions,53032,20
4725702,Alexander Mcvay,Team Leader,1991-12-26,Leadership,25148,51
9153111,Juan Davis,Junior Developer,2001-01-02,Customer Service,23763,42
9914294,Simon Mcmillan,Team Leader,2008-11-17,People,51016,32
5715011,Joseph Mccurry,Manager,1993-08-02,Marketing,61027,49
9505128,David Mcmurray,Team Leader,1986-06-03,Acquisitions,62002,56
3597943,Paul Mcvay,Assistant Manager,2008-03-06,HR,11290,19
4419100,Russell Majors,Manager,1989-06-08,Logistics,20787,53
6052350,Caleb Mcvay,Senior Developer,2023-12-23,IT,9723,19
4715639,Larry Mccurry,Senior Developer,2007-03-03,Logistics,50805,35
6372666,James Mccollum,Senior Developer,1985-10-29,Marketing,20056,57
9477752,Harold Krebs,Assistant Manager,2007-05-29,Logistics,22295,35
8238676,Ryan Mclendon,Team Leader,1993-02-22,People,9115,49
9042474,Brian Mcginnis,Team Leader,2012-10-01,People,42359,30
8649749,Jason Mcmurray,Team Leader,1991-12-14,IT,40824,51
1445366,Walter Mcnulty,Assistant Manager,1991-09-05,Leadership,31641,51
1261661,Jason Brown,Team Leader,2021-01-05,Research and Development,20970,22
1846892,Aiden Williams,Team Leader,1986-09-08,IT,40121,56
1744794,Hannah Lindholm,Manager,2004-09-25,Logistics,50779,38
5570028,Leo Taylor,Manager,1986-05-15,Research and Development,22919,56
6128456,Albert Loyd,Junior Developer,2006-10-20,People,55952,36
1877791,Gary Mcknight,Supervisor,2011-11-11,IT,20358,31
6799643,Eoin Williams,Junior Developer,2005-05-20,Acquisitions,21248,34
6215475,Ronald Mckinley,Junior Developer,1984-11-10,People,25982,58
9783661,Juan Majors,Assistant Manager,2009-05-29,People,32195,33
3067742,Daniel Mclendon,Junior Developer,2007-06-14,People,7441,33
5848590,Liam Moore,Assistant Manager,2000-06-17,Sales,52146,42
2633011,Joseph Mccurry,Assistant Manager,2004-03-15,HR,24214,38
2281778,Lawrence Mcmillan,Intern,1988-04-08,HR,10836,54
5056004,Randy Mcvay,Manager,2010-04-12,Leadership,56493,32
3845043,Sean Mcvicker,Assistant Manager,2000-11-25,Acquisitions,57185,42
5289478,Jack Mcclellan,Assistant Manager,1989-04-04,Production,20853,53
7015336,Ella Loyd,Supervisor,2008-11-05,Finance,53023,18
3838900,Christian Majors,Senior Developer,2005-04-06,IT,60571,37
2933341,Isaac Mcginnis,Senior Developer,1989-09-19,Production,5883,53
5039540,Samuel Mcnulty,Junior Developer,1983-03-10,HR,9624,59
5541636,Ethan Davis,Senior Developer,2010-09-20,Finance,50119,32
7080725,Willie Davis,Intern,1994-08-17,HR,53475,48
4613097,Tom Mcknight,Junior Developer,2008-02-11,Marketing,10282,34
3609951,Anthony Williams,Assistant Manager,2017-11-25,HR,10264,25
3107354,Jordan Mclendon,Manager,2016-06-07,Sales,42107,26
6588462,Brandon Mangum,Assistant Manager,2012-03-19,Finance,30155,30
7902544,Oliver Mcgill,Junior Developer,2017-05-15,Leadership,8073,25
9630487,Lily Mcknight,Assistant Manager,1995-02-11,Leadership,41654,48
6838807,Scott Mcknight,Assistant Manager,2005-07-04,Leadership,8224,32
3137095,Nathan Taylor,Intern,1987-04-10,Acquisitions,24490,55
3710651,Frank Higginbotham,Junior Developer,1999-09-05,People,41444,43
8834788,Daniel Miller,Team Leader,1992-06-26,IT,10116,50
3803848,Christian Mcmullen,Assistant Manager,2007-07-31,Research and Development,51409,32
9657057,Gary Krebs,Assistant Manager,2008-04-03,IT,9291,34
2848276,Benjamin Mccurry,Team Leader,2008-01-20,IT,11970,28
4612120,Simon Davis,Supervisor,2014-01-13,Logistics,8243,21
7223846,Billy Mcnulty,Supervisor,1984-01-18,Logistics,8451,59
2426629,James Blahut,Manager,1993-04-09,Logistics,20339,49
7120407,Mary Taylor,Junior Developer,2006-09-27,People,30103,30
5933460,Liam Mcnabb,Senior Developer,2006-02-12,Research and Development,41608,26
3178940,Arthur Krebs,Assistant Manager,2008-04-27,Production,6607,21
3021641,Willie Majors,Team Leader,2010-01-07,IT,51633,29
1501093,Donald Mcphee,Team Leader,2015-11-01,Finance,10662,27
3710530,Timothy Johnson,Intern,2000-01-05,HR,55706,43
6342196,Alexander Majors,Supervisor,1996-01-20,Logistics,40722,47
7736293,Samuel Koehler,Manager,1991-01-21,Marketing,51517,52
4123795,Mason Mckinley,Assistant Manager,2006-06-27,Logistics,25488,18
2956284,Eugene Blahut,Assistant Manager,1989-12-13,Marketing,31239,53
3527754,Timothy Wilson,Intern,1985-04-04,Sales,40633,57
8919223,Isabella Krebs,Team Leader,2007-03-25,People,12039,35
5870199,Joe Davis,Team Leader,2020-12-05,Finance,22907,22
6656990,Harry Mccreary,Senior Developer,2012-08-14,Finance,53480,30
9353342,Keith Hutchins,Junior Developer,2013-09-06,People,21221,29
1548434,Peter Miller,Manager,2008-07-25,Logistics,42228,34
6447374,Liam Mcgill,Intern,1985-10-05,People,21476,57
1639681,Patrick Lindholm,Team Leader,1996-08-12,Marketing,25563,46
2885995,Peter Mcgill,Assistant Manager,1985-06-18,Logistics,52069,57
8464518,Samuel Johnson,Supervisor,2017-01-17,People,26467,26
9907880,Alexander Mcvicker,Junior Developer,2007-10-01,Leadership,56824,35
2033462,Gary Blahut,Team Leader,2009-04-26,Leadership,52330,25
1100976,Nathan Brown,Supervisor,2003-03-11,Logistics,20342,39
6769864,Simon Mccracken,Team Leader,1998-06-17,Research and Development,8077,44
4896331,Larry Higginbotham,Team Leader,1988-08-22,HR,10726,54
2077435,Sean Gumpert,Team Leader,1988-08-19,Customer Service,56910,54
8816030,Stephen Mangum,Intern,1986-10-22,IT,60062,56
1314867,Wayne Majors,Assistant Manager,2008-11-02,Acquisitions,5094,21
6524371,Nicholas Miller,Intern,1999-06-19,Customer Service,6370,43
5582114,James Mcnulty,Supervisor,2003-04-28,IT,41045,39
8924631,Jacob Mccreary,Assistant Manager,2012-10-17,IT,22838,18
2740474,Daniel Mcginnis,Senior Developer,2019-12-28,Acquisitions,5714,23
4723085,David Mcmullen,Junior Developer,2000-12-20,Leadership,62325,42
2361632,Deborah Mcmullen,Senior Developer,2012-12-15,Research and Development,9958,30
6096844,David Mcvay,Intern,1992-02-24,Customer Service,25594,50
6763409,Jack Moore,Senior Developer,2022-09-10,IT,40932,20
8754124,Gary Mccracken,Intern,2013-03-17,Sales,9808,29
7022865,Sean Mccracken,Intern,2018-05-03,Leadership,54293,22
3686285,Mason Mccracken,Supervisor,2009-11-14,Production,23901,33
7620146,Patrick Taylor,Junior Developer,2007-12-02,Acquisitions,50500,35
1347677,Vincent Mcknight,Senior Developer,2012-07-15,Logistics,56671,30
4623299,Gerald Mcphee,Manager,2015-11-25,Marketing,56669,22
1783879,Joe Mccurry,Junior Developer,2006-07-22,Customer Service,8901,36
2491386,Jacob Loyd,Senior Developer,2011-04-23,Acquisitions,22183,20
4002716,Evan Mclendon,Supervisor,2004-05-24,People,25463,38
8493338,Michael Blahut,Assistant Manager,2011-06-10,Logistics,12272,31
4564752,Joshua Johnson,Manager,2018-08-29,Production,22530,24
9023835,Luke Majors,Senior Developer,2008-12-11,People,30313,34
6576961,Jack Mccollum,Senior Developer,1999-12-17,Sales,56664,43
2556678,Juan Taylor,Assistant Manager,1983-06-11,HR,51914,59
4634388,Connor Mccurry,Team Leader,1993-07-03,HR,60432,49
4227558,Bryan Mcphee,Junior Developer,2015-10-05,Finance,32324,27
1704926,Jason Miller,Team Leader,1998-06-14,Sales,57209,44
1341887,Noah Moore,Manager,2006-06-27,Finance,51886,23
4415319,Ruby Wilson,Supervisor,2005-11-06,HR,20739,18
2739791,Wayne Mclendon,Manager,1999-02-09,HR,52391,44
1613402,Harry Mcvicker,Manager,1983-08-06,IT,60504,59
5976090,Isaac Williams,Junior Developer,2012-11-06,Research and Development,22401,19
6856663,Samuel Mcvicker,Senior Developer,1988-09-16,Sales,31502,54
4698464,Jack Mcmillan,Junior Developer,1985-09-14,Acquisitions,12251,57
8466143,Joseph Higginbotham,Manager,2010-09-25,IT,20112,32
6616687,Ella Brown,Assistant Manager,1996-08-25,Research and Development,41552,46
2718752,Keith Koehler,Senior Developer,2004-01-01,Research and Development,55948,39
3677064,Ryan Gumpert,Assistant Manager,2016-03-19,Customer Service,5521,26
9188718,Timothy Mcmullen,Team Leader,2018-10-05,Production,41884,24
5162627,Isaac Mcvay,Manager,2017-11-16,HR,41624,21
3244827,Brian Brown,Senior Developer,1994-05-07,Acquisitions,21916,48
8765299,David Mcvay,Supervisor,2011-03-31,Acquisitions,56457,20
4107502,Larry Mcvicker,Senior Developer,1994-11-17,Acquisitions,23086,48
5947762,Douglas Mcginnis,Team Leader,2018-08-14,Leadership,11619,24
4859627,Timothy Gumpert,Senior Developer,1999-06-19,Research and Development,60389,43
9630405,Austin Hutchins,Manager,2001-02-06,Research and Development,9533,42
9821340,Oscar Williams,Team Leader,2010-06-18,Marketing,22111,32
5723042,Bryan Mcphee,Manager,1989-08-16,People,8436,53
8663949,Brandon Mcmullen,Senior Developer,1986-11-01,IT,25595,56
9675106,Benjamin Mccracken,Senior Developer,2008-03-20,Customer Service,40051,34
9310745,Alice Davis,Assistant Manager,1995-04-28,Acquisitions,32340,47
7040660,Gerald Mcnabb,Senior Developer,2008-11-20,Finance,57180,19
8987708,Jeffrey Mccurry,Intern,1993-08-20,Sales,52092,49
5014408,Edward Mcginnis,Senior Developer,2008-08-09,Logistics,23475,26
6596475,Hannah Mckinley,Senior Developer,1993-02-13,Acquisitions,56695,49
8981893,Matthew Mclendon,Intern,1994-06-03,Research and Development,23756,48
8746992,Eoin Mcvicker,Assistant Manager,1984-06-01,HR,52219,58
6179952,Sarah Wilson,Supervisor,2014-09-26,Marketing,60012,28
2213261,Edward Miller,Team Leader,1999-11-03,People,22010,43
9797857,Catherine Mcvicker,Intern,2007-08-28,Sales,6978,24
5891439,Bryan Mccollum,Supervisor,2011-10-15,Finance,26200,25
2923719,Willie Blahut,Manager,1984-02-13,Research and Development,61317,59
5804815,Ruby Mccurry,Supervisor,2008-01-01,Production,23801,35
4283684,Eva Mccollum,Assistant Manager,2000-05-29,Research and Development,22286,42
1954178,Ethan Majors,Supervisor,2007-02-10,Finance,22372,20
1400139,Terry Mcvay,Junior Developer,1992-10-13,Logistics,23626,50
3831363,Brandon Taylor,Junior Developer,1984-11-18,Logistics,23567,58
6002224,Jack Mcnulty,Intern,1998-07-12,Production,55053,44
4544184,Fred Mccreary,Junior Developer,2005-05-31,Customer Service,41212,37
5201280,Jacob Mccracken,Supervisor,2016-06-15,Sales,61552,24
5190593,Jacob Higginbotham,Senior Developer,1999-10-22,Customer Service,20744,43
9844594,Jack Mcnulty,Assistant Manager,2005-11-24,Finance,50331,37
2584234,Kevin Mccracken,Junior Developer,1995-09-09,Acquisitions,52507,47
1411618,Harold Lindholm,Supervisor,2006-03-30,Finance,61075,26
9081685,Hannah Mcnabb,Manager,1982-05-19,Logistics,7226,60
4340771,Sophie Mcnabb,Team Leader,2009-07-01,Logistics,40521,31
7008521,Michael Mcvay,Manager,1998-01-26,HR,31697,45
5509156,Joseph Gumpert,Junior Developer,2004-10-12,IT,22193,38
9530866,Henry Mclendon,Senior Developer,2018-08-20,IT,57252,24
3289980,Harry Mccreary,Assistant Manager,1996-05-19,Acquisitions,22483,46
9093014,Jeremy Mangum,Assistant Manager,1992-11-07,Sales,22889,50
9028273,Christian Mcclellan,Intern,1992-11-07,Production,31392,50
1638685,Kevin Mccreary,Intern,2008-08-24,Acquisitions,8284,21
3617701,Sarah Johnson,Manager,2007-08-31,IT,5280,35
7772290,Raymond Mcmullen,Intern,2012-01-19,Production,23138,31
8416504,Howard Gumpert,Intern,2006-09-20,Customer Service,56859,36
5119850,Lily Majors,Assistant Manager,2007-12-23,Production,6822,35
8473116,Oscar Mccollum,Assistant Manager,1985-12-30,IT,52014,57
7391544,Bryan Mcmurray,Supervisor,1985-05-31,People,55602,57
2324277,Simon Davis,Manager,2021-08-29,Leadership,10971,20
3426483,Alexander Brown,Supervisor,1986-07-22,Marketing,22231,56
5921359,Michael Mangum,Supervisor,1995-07-11,Logistics,20157,47
5874028,Sean Jones,Manager,2003-06-12,Leadership,50805,39
1071101,Philip Mckinley,Senior Developer,2006-07-08,Marketing,60486,36
2486068,Christian Krebs,Senior Developer,2006-07-01,Sales,50611,36
2775993,Russell Hutchins,Manager,2006-12-18,Acquisitions,53947,36
9319242,Caleb Mangum,Team Leader,1999-06-17,Production,60366,43
8973994,Christian Mcvay,Supervisor,2010-04-01,Leadership,24975,32
2997149,Sophie Johnson,Assistant Manager,1986-12-20,Acquisitions,10373,56
8303486,Willie Blahut,Assistant Manager,1985-05-16,Production,62427,57
4740240,James Majors,Team Leader,1984-02-09,People,41667,59
6628681,Fred Mcmullen,Team Leader,1993-09-14,Leadership,25751,49
2854743,Adam Smith,Assistant Manager,1988-12-21,Finance,22590,54
7248549,Luke Johnson,Supervisor,2008-04-02,Research and Development,23910,33
4779332,Vincent Mcginnis,Manager,2007-08-29,Logistics,23207,28
3424334,Albert Mcvay,Junior Developer,1991-02-26,Customer Service,30763,51
1609297,Derek Jones,Supervisor,2013-10-18,Finance,20304,18
2800855,Adam Davis,Team Leader,2007-10-06,Production,32116,19
4498250,Ciaran Mcnulty,Supervisor,1990-03-11,Sales,8236,52
5410053,Mary Mcknight,Supervisor,1994-12-09,Production,12075,48
2403983,David Hutchins,Manager,2007-12-09,IT,6625,35
8971182,Paul Blahut,Senior Developer,2006-08-03,Sales,12176,36
1670802,Paul Mcginnis,Manager,2007-01-12,IT,10212,20
4906066,Adam Mcmullen,Team Leader,1991-10-05,Production,57302,51
2307923,Joseph Mcnulty,Manager,2015-07-25,Customer Service,53864,21
5338314,Brian Mccracken,Junior Developer,1983-02-08,People,25312,60
1701715,Vincent Loyd,Junior Developer,1990-08-20,People,32470,52
5624371,Ruby Mcvay,Junior Developer,2024-01-03,Sales,10719,19
4411556,James Jones,Team Leader,1991-11-30,HR,60214,51
6313943,Joseph Mccollum,Intern,1983-02-15,HR,55033,59
4862101,Ethan Davis,Supervisor,2001-01-17,Sales,10234,42
9679431,Jeffrey Mccurry,Intern,1990-09-30,IT,50514,52
3515418,Harry Mccollum,Intern,2003-05-29,Research and Development,5176,39
8867328,Alexander Mccurry,Intern,1989-01-10,Acquisitions,22585,54
4479149,Larry Mcnabb,Assistant Manager,2006-02-06,Production,31326,36
7408435,Patrick Johnson,Supervisor,1988-09-04,Customer Service,60287,54
7538854,Ethan Moore,Assistant Manager,1997-12-25,Acquisitions,50478,45
6242317,Matthew Wilson,Team Leader,1992-11-21,Research and Development,23059,50
3175585,Ruby Lindholm,Intern,1994-12-08,Customer Service,24741,48
9057193,Jeremy Taylor,Intern,2000-02-19,Finance,40293,42
9886915,Megan Smith,Senior Developer,2005-06-21,Logistics,20557,37
2881712,Sean Gumpert,Assistant Manager,1988-06-26,IT,53481,54
3034132,Katie Hutchins,Supervisor,1999-01-23,Research and Development,10087,44
6001563,Lawrence Mcginnis,Team Leader,1983-04-19,Marketing,23132,59
8209346,Sophie Mcvay,Team Leader,1995-06-29,IT,32404,47
1990433,James Mcphee,Manager,1990-04-26,Finance,53616,52
5255860,Louis Mcvay,Assistant Manager,2017-08-23,Sales,40733,18
4331657,Jeffrey Higginbotham,Assistant Manager,2012-01-30,IT,52227,23
8578322,Laura Mcvay,Team Leader,2017-06-03,Marketing,21454,25
5041641,Elijah Brown,Senior Developer,2021-07-30,HR,53956,21
2383324,Vincent Mcmurray,Manager,2000-12-27,Finance,31134,42
8868513,Ethan Mcmullen,Team Leader,2007-04-25,Sales,53394,27
7763069,Peter Blahut,Intern,2008-12-01,Leadership,60760,34
3532832,Joseph Jones,Senior Developer,1984-05-28,IT,22323,58
6736353,Ethan Krebs,Senior Developer,1990-06-09,Leadership,41095,52
1925757,Laura Williams,Supervisor,1996-03-07,Leadership,24873,46
2638741,Howard Mcmurray,Senior Developer,1993-04-08,Leadership,52266,49
6920141,Charlie Mcclellan,Senior Developer,1999-09-18,Research and Development,10374,43
5414258,Simon Lindholm,Manager,1986-03-17,HR,8259,56
8404999,Chris Lindholm,Team Leader,2006-09-09,Sales,8333,18
8668363,Fred Mccreary,Assistant Manager,1995-10-19,Logistics,20208,47
4414193,Alice Mccracken,Team Leader,2007-11-27,People,62139,19
1461574,Michael Koehler,Assistant Manager,2000-11-12,Logistics,20451,42
6081259,Anthony Loyd,Senior Developer,1987-02-08,HR,53783,56
1201519,David Mcvay,Manager,1982-03-22,HR,52408,60
8312155,James Mcvay,Supervisor,2010-06-15,Acquisitions,30314,29
4378280,Eugene Majors,Supervisor,1987-07-10,IT,30596,55
